imgs,segs
HGG\flair\patient120_slice086.png,HGG\seg\patient120_slice086.png
HGG\flair\patient205_slice078.png,HGG\seg\patient205_slice078.png
HGG\flair\patient210_slice104.png,HGG\seg\patient210_slice104.png
HGG\flair\patient121_slice073.png,HGG\seg\patient121_slice073.png
HGG\flair\patient150_slice088.png,HGG\seg\patient150_slice088.png
HGG\flair\patient159_slice085.png,HGG\seg\patient159_slice085.png
HGG\flair\patient110_slice115.png,HGG\seg\patient110_slice115.png
HGG\flair\patient179_slice087.png,HGG\seg\patient179_slice087.png
HGG\flair\patient101_slice074.png,HGG\seg\patient101_slice074.png
HGG\flair\patient102_slice082.png,HGG\seg\patient102_slice082.png
HGG\flair\patient069_slice116.png,HGG\seg\patient069_slice116.png
HGG\flair\patient019_slice086.png,HGG\seg\patient019_slice086.png
HGG\flair\patient010_slice116.png,HGG\seg\patient010_slice116.png
HGG\flair\patient130_slice081.png,HGG\seg\patient130_slice081.png
HGG\flair\patient174_slice119.png,HGG\seg\patient174_slice119.png
HGG\flair\patient018_slice103.png,HGG\seg\patient018_slice103.png
LGG\flair\patient036_slice113.png,LGG\seg\patient036_slice113.png
HGG\flair\patient155_slice101.png,HGG\seg\patient155_slice101.png
LGG\flair\patient064_slice073.png,LGG\seg\patient064_slice073.png
HGG\flair\patient200_slice083.png,HGG\seg\patient200_slice083.png
LGG\flair\patient009_slice078.png,LGG\seg\patient009_slice078.png
HGG\flair\patient007_slice093.png,HGG\seg\patient007_slice093.png
HGG\flair\patient141_slice075.png,HGG\seg\patient141_slice075.png
HGG\flair\patient163_slice108.png,HGG\seg\patient163_slice108.png
HGG\flair\patient096_slice076.png,HGG\seg\patient096_slice076.png
HGG\flair\patient161_slice073.png,HGG\seg\patient161_slice073.png
LGG\flair\patient050_slice090.png,LGG\seg\patient050_slice090.png
HGG\flair\patient058_slice093.png,HGG\seg\patient058_slice093.png
HGG\flair\patient215_slice085.png,HGG\seg\patient215_slice085.png
LGG\flair\patient048_slice112.png,LGG\seg\patient048_slice112.png
HGG\flair\patient182_slice074.png,HGG\seg\patient182_slice074.png
HGG\flair\patient159_slice098.png,HGG\seg\patient159_slice098.png
HGG\flair\patient220_slice073.png,HGG\seg\patient220_slice073.png
LGG\flair\patient033_slice092.png,LGG\seg\patient033_slice092.png
HGG\flair\patient075_slice075.png,HGG\seg\patient075_slice075.png
HGG\flair\patient225_slice105.png,HGG\seg\patient225_slice105.png
HGG\flair\patient144_slice079.png,HGG\seg\patient144_slice079.png
HGG\flair\patient012_slice110.png,HGG\seg\patient012_slice110.png
HGG\flair\patient201_slice099.png,HGG\seg\patient201_slice099.png
HGG\flair\patient156_slice094.png,HGG\seg\patient156_slice094.png
LGG\flair\patient019_slice085.png,LGG\seg\patient019_slice085.png
LGG\flair\patient074_slice106.png,LGG\seg\patient074_slice106.png
HGG\flair\patient085_slice111.png,HGG\seg\patient085_slice111.png
HGG\flair\patient105_slice071.png,HGG\seg\patient105_slice071.png
HGG\flair\patient074_slice116.png,HGG\seg\patient074_slice116.png
HGG\flair\patient179_slice112.png,HGG\seg\patient179_slice112.png
LGG\flair\patient027_slice109.png,LGG\seg\patient027_slice109.png
HGG\flair\patient132_slice071.png,HGG\seg\patient132_slice071.png
HGG\flair\patient006_slice106.png,HGG\seg\patient006_slice106.png
HGG\flair\patient153_slice080.png,HGG\seg\patient153_slice080.png
HGG\flair\patient120_slice090.png,HGG\seg\patient120_slice090.png
LGG\flair\patient046_slice086.png,LGG\seg\patient046_slice086.png
HGG\flair\patient212_slice071.png,HGG\seg\patient212_slice071.png
HGG\flair\patient088_slice073.png,HGG\seg\patient088_slice073.png
HGG\flair\patient016_slice103.png,HGG\seg\patient016_slice103.png
HGG\flair\patient150_slice108.png,HGG\seg\patient150_slice108.png
HGG\flair\patient253_slice118.png,HGG\seg\patient253_slice118.png
LGG\flair\patient039_slice107.png,LGG\seg\patient039_slice107.png
HGG\flair\patient079_slice109.png,HGG\seg\patient079_slice109.png
HGG\flair\patient108_slice099.png,HGG\seg\patient108_slice099.png
HGG\flair\patient057_slice113.png,HGG\seg\patient057_slice113.png
LGG\flair\patient018_slice083.png,LGG\seg\patient018_slice083.png
HGG\flair\patient031_slice100.png,HGG\seg\patient031_slice100.png
HGG\flair\patient207_slice114.png,HGG\seg\patient207_slice114.png
LGG\flair\patient007_slice117.png,LGG\seg\patient007_slice117.png
HGG\flair\patient206_slice088.png,HGG\seg\patient206_slice088.png
HGG\flair\patient243_slice097.png,HGG\seg\patient243_slice097.png
HGG\flair\patient023_slice072.png,HGG\seg\patient023_slice072.png
HGG\flair\patient012_slice091.png,HGG\seg\patient012_slice091.png
HGG\flair\patient253_slice072.png,HGG\seg\patient253_slice072.png
HGG\flair\patient223_slice094.png,HGG\seg\patient223_slice094.png
HGG\flair\patient044_slice112.png,HGG\seg\patient044_slice112.png
LGG\flair\patient037_slice075.png,LGG\seg\patient037_slice075.png
HGG\flair\patient184_slice116.png,HGG\seg\patient184_slice116.png
LGG\flair\patient008_slice086.png,LGG\seg\patient008_slice086.png
LGG\flair\patient011_slice071.png,LGG\seg\patient011_slice071.png
HGG\flair\patient035_slice084.png,HGG\seg\patient035_slice084.png
LGG\flair\patient017_slice102.png,LGG\seg\patient017_slice102.png
HGG\flair\patient118_slice071.png,HGG\seg\patient118_slice071.png
HGG\flair\patient234_slice077.png,HGG\seg\patient234_slice077.png
HGG\flair\patient062_slice078.png,HGG\seg\patient062_slice078.png
LGG\flair\patient011_slice085.png,LGG\seg\patient011_slice085.png
HGG\flair\patient128_slice091.png,HGG\seg\patient128_slice091.png
HGG\flair\patient158_slice089.png,HGG\seg\patient158_slice089.png
HGG\flair\patient173_slice098.png,HGG\seg\patient173_slice098.png
HGG\flair\patient238_slice118.png,HGG\seg\patient238_slice118.png
HGG\flair\patient239_slice072.png,HGG\seg\patient239_slice072.png
HGG\flair\patient155_slice109.png,HGG\seg\patient155_slice109.png
HGG\flair\patient221_slice088.png,HGG\seg\patient221_slice088.png
LGG\flair\patient013_slice080.png,LGG\seg\patient013_slice080.png
HGG\flair\patient015_slice075.png,HGG\seg\patient015_slice075.png
HGG\flair\patient201_slice084.png,HGG\seg\patient201_slice084.png
HGG\flair\patient042_slice092.png,HGG\seg\patient042_slice092.png
HGG\flair\patient127_slice087.png,HGG\seg\patient127_slice087.png
HGG\flair\patient150_slice070.png,HGG\seg\patient150_slice070.png
HGG\flair\patient034_slice088.png,HGG\seg\patient034_slice088.png
HGG\flair\patient250_slice097.png,HGG\seg\patient250_slice097.png
LGG\flair\patient011_slice094.png,LGG\seg\patient011_slice094.png
LGG\flair\patient033_slice096.png,LGG\seg\patient033_slice096.png
LGG\flair\patient010_slice090.png,LGG\seg\patient010_slice090.png
HGG\flair\patient259_slice104.png,HGG\seg\patient259_slice104.png
HGG\flair\patient238_slice095.png,HGG\seg\patient238_slice095.png
LGG\flair\patient009_slice086.png,LGG\seg\patient009_slice086.png
HGG\flair\patient166_slice119.png,HGG\seg\patient166_slice119.png
HGG\flair\patient100_slice109.png,HGG\seg\patient100_slice109.png
HGG\flair\patient179_slice101.png,HGG\seg\patient179_slice101.png
HGG\flair\patient010_slice109.png,HGG\seg\patient010_slice109.png
HGG\flair\patient012_slice106.png,HGG\seg\patient012_slice106.png
HGG\flair\patient135_slice089.png,HGG\seg\patient135_slice089.png
HGG\flair\patient146_slice079.png,HGG\seg\patient146_slice079.png
LGG\flair\patient056_slice078.png,LGG\seg\patient056_slice078.png
HGG\flair\patient214_slice070.png,HGG\seg\patient214_slice070.png
LGG\flair\patient052_slice098.png,LGG\seg\patient052_slice098.png
LGG\flair\patient016_slice078.png,LGG\seg\patient016_slice078.png
LGG\flair\patient030_slice111.png,LGG\seg\patient030_slice111.png
HGG\flair\patient109_slice083.png,HGG\seg\patient109_slice083.png
HGG\flair\patient065_slice100.png,HGG\seg\patient065_slice100.png
HGG\flair\patient181_slice071.png,HGG\seg\patient181_slice071.png
HGG\flair\patient101_slice088.png,HGG\seg\patient101_slice088.png
HGG\flair\patient175_slice071.png,HGG\seg\patient175_slice071.png
HGG\flair\patient078_slice093.png,HGG\seg\patient078_slice093.png
HGG\flair\patient160_slice082.png,HGG\seg\patient160_slice082.png
HGG\flair\patient162_slice076.png,HGG\seg\patient162_slice076.png
HGG\flair\patient122_slice084.png,HGG\seg\patient122_slice084.png
HGG\flair\patient006_slice077.png,HGG\seg\patient006_slice077.png
HGG\flair\patient229_slice103.png,HGG\seg\patient229_slice103.png
HGG\flair\patient024_slice106.png,HGG\seg\patient024_slice106.png
HGG\flair\patient148_slice072.png,HGG\seg\patient148_slice072.png
HGG\flair\patient094_slice080.png,HGG\seg\patient094_slice080.png
HGG\flair\patient163_slice078.png,HGG\seg\patient163_slice078.png
HGG\flair\patient200_slice093.png,HGG\seg\patient200_slice093.png
HGG\flair\patient016_slice074.png,HGG\seg\patient016_slice074.png
HGG\flair\patient178_slice081.png,HGG\seg\patient178_slice081.png
LGG\flair\patient062_slice089.png,LGG\seg\patient062_slice089.png
HGG\flair\patient085_slice103.png,HGG\seg\patient085_slice103.png
HGG\flair\patient121_slice089.png,HGG\seg\patient121_slice089.png
HGG\flair\patient169_slice091.png,HGG\seg\patient169_slice091.png
HGG\flair\patient193_slice085.png,HGG\seg\patient193_slice085.png
LGG\flair\patient007_slice079.png,LGG\seg\patient007_slice079.png
HGG\flair\patient168_slice085.png,HGG\seg\patient168_slice085.png
HGG\flair\patient010_slice080.png,HGG\seg\patient010_slice080.png
HGG\flair\patient074_slice083.png,HGG\seg\patient074_slice083.png
HGG\flair\patient138_slice092.png,HGG\seg\patient138_slice092.png
HGG\flair\patient236_slice089.png,HGG\seg\patient236_slice089.png
HGG\flair\patient026_slice077.png,HGG\seg\patient026_slice077.png
HGG\flair\patient229_slice086.png,HGG\seg\patient229_slice086.png
HGG\flair\patient180_slice086.png,HGG\seg\patient180_slice086.png
HGG\flair\patient116_slice117.png,HGG\seg\patient116_slice117.png
HGG\flair\patient156_slice100.png,HGG\seg\patient156_slice100.png
LGG\flair\patient026_slice102.png,LGG\seg\patient026_slice102.png
HGG\flair\patient011_slice075.png,HGG\seg\patient011_slice075.png
LGG\flair\patient029_slice072.png,LGG\seg\patient029_slice072.png
HGG\flair\patient162_slice104.png,HGG\seg\patient162_slice104.png
LGG\flair\patient074_slice118.png,LGG\seg\patient074_slice118.png
HGG\flair\patient047_slice103.png,HGG\seg\patient047_slice103.png
LGG\flair\patient038_slice070.png,LGG\seg\patient038_slice070.png
HGG\flair\patient215_slice081.png,HGG\seg\patient215_slice081.png
HGG\flair\patient229_slice080.png,HGG\seg\patient229_slice080.png
HGG\flair\patient192_slice104.png,HGG\seg\patient192_slice104.png
LGG\flair\patient053_slice099.png,LGG\seg\patient053_slice099.png
HGG\flair\patient252_slice089.png,HGG\seg\patient252_slice089.png
LGG\flair\patient020_slice105.png,LGG\seg\patient020_slice105.png
LGG\flair\patient028_slice084.png,LGG\seg\patient028_slice084.png
HGG\flair\patient041_slice099.png,HGG\seg\patient041_slice099.png
HGG\flair\patient047_slice113.png,HGG\seg\patient047_slice113.png
HGG\flair\patient002_slice097.png,HGG\seg\patient002_slice097.png
HGG\flair\patient133_slice070.png,HGG\seg\patient133_slice070.png
HGG\flair\patient173_slice083.png,HGG\seg\patient173_slice083.png
LGG\flair\patient022_slice083.png,LGG\seg\patient022_slice083.png
HGG\flair\patient066_slice110.png,HGG\seg\patient066_slice110.png
LGG\flair\patient052_slice086.png,LGG\seg\patient052_slice086.png
HGG\flair\patient094_slice117.png,HGG\seg\patient094_slice117.png
HGG\flair\patient052_slice073.png,HGG\seg\patient052_slice073.png
LGG\flair\patient040_slice113.png,LGG\seg\patient040_slice113.png
LGG\flair\patient016_slice103.png,LGG\seg\patient016_slice103.png
HGG\flair\patient085_slice086.png,HGG\seg\patient085_slice086.png
HGG\flair\patient024_slice098.png,HGG\seg\patient024_slice098.png
HGG\flair\patient022_slice073.png,HGG\seg\patient022_slice073.png
HGG\flair\patient237_slice103.png,HGG\seg\patient237_slice103.png
HGG\flair\patient045_slice091.png,HGG\seg\patient045_slice091.png
HGG\flair\patient230_slice076.png,HGG\seg\patient230_slice076.png
HGG\flair\patient217_slice074.png,HGG\seg\patient217_slice074.png
HGG\flair\patient200_slice089.png,HGG\seg\patient200_slice089.png
HGG\flair\patient046_slice094.png,HGG\seg\patient046_slice094.png
LGG\flair\patient056_slice086.png,LGG\seg\patient056_slice086.png
HGG\flair\patient251_slice113.png,HGG\seg\patient251_slice113.png
HGG\flair\patient237_slice081.png,HGG\seg\patient237_slice081.png
HGG\flair\patient203_slice117.png,HGG\seg\patient203_slice117.png
HGG\flair\patient224_slice078.png,HGG\seg\patient224_slice078.png
HGG\flair\patient257_slice078.png,HGG\seg\patient257_slice078.png
LGG\flair\patient071_slice110.png,LGG\seg\patient071_slice110.png
HGG\flair\patient176_slice072.png,HGG\seg\patient176_slice072.png
HGG\flair\patient171_slice077.png,HGG\seg\patient171_slice077.png
HGG\flair\patient048_slice085.png,HGG\seg\patient048_slice085.png
LGG\flair\patient005_slice086.png,LGG\seg\patient005_slice086.png
HGG\flair\patient256_slice095.png,HGG\seg\patient256_slice095.png
HGG\flair\patient136_slice070.png,HGG\seg\patient136_slice070.png
HGG\flair\patient030_slice116.png,HGG\seg\patient030_slice116.png
HGG\flair\patient075_slice083.png,HGG\seg\patient075_slice083.png
HGG\flair\patient122_slice111.png,HGG\seg\patient122_slice111.png
HGG\flair\patient021_slice078.png,HGG\seg\patient021_slice078.png
LGG\flair\patient001_slice080.png,LGG\seg\patient001_slice080.png
HGG\flair\patient142_slice097.png,HGG\seg\patient142_slice097.png
HGG\flair\patient078_slice086.png,HGG\seg\patient078_slice086.png
LGG\flair\patient075_slice070.png,LGG\seg\patient075_slice070.png
HGG\flair\patient173_slice095.png,HGG\seg\patient173_slice095.png
HGG\flair\patient254_slice092.png,HGG\seg\patient254_slice092.png
HGG\flair\patient025_slice116.png,HGG\seg\patient025_slice116.png
HGG\flair\patient063_slice102.png,HGG\seg\patient063_slice102.png
LGG\flair\patient003_slice091.png,LGG\seg\patient003_slice091.png
HGG\flair\patient118_slice114.png,HGG\seg\patient118_slice114.png
LGG\flair\patient053_slice086.png,LGG\seg\patient053_slice086.png
HGG\flair\patient074_slice097.png,HGG\seg\patient074_slice097.png
LGG\flair\patient036_slice107.png,LGG\seg\patient036_slice107.png
HGG\flair\patient048_slice102.png,HGG\seg\patient048_slice102.png
HGG\flair\patient031_slice071.png,HGG\seg\patient031_slice071.png
LGG\flair\patient076_slice104.png,LGG\seg\patient076_slice104.png
HGG\flair\patient098_slice096.png,HGG\seg\patient098_slice096.png
HGG\flair\patient076_slice118.png,HGG\seg\patient076_slice118.png
LGG\flair\patient015_slice119.png,LGG\seg\patient015_slice119.png
LGG\flair\patient002_slice102.png,LGG\seg\patient002_slice102.png
LGG\flair\patient043_slice118.png,LGG\seg\patient043_slice118.png
HGG\flair\patient060_slice091.png,HGG\seg\patient060_slice091.png
LGG\flair\patient060_slice092.png,LGG\seg\patient060_slice092.png
HGG\flair\patient122_slice073.png,HGG\seg\patient122_slice073.png
HGG\flair\patient189_slice094.png,HGG\seg\patient189_slice094.png
HGG\flair\patient114_slice086.png,HGG\seg\patient114_slice086.png
HGG\flair\patient185_slice098.png,HGG\seg\patient185_slice098.png
HGG\flair\patient244_slice075.png,HGG\seg\patient244_slice075.png
LGG\flair\patient069_slice084.png,LGG\seg\patient069_slice084.png
LGG\flair\patient071_slice081.png,LGG\seg\patient071_slice081.png
LGG\flair\patient036_slice102.png,LGG\seg\patient036_slice102.png
HGG\flair\patient228_slice072.png,HGG\seg\patient228_slice072.png
LGG\flair\patient043_slice089.png,LGG\seg\patient043_slice089.png
HGG\flair\patient004_slice088.png,HGG\seg\patient004_slice088.png
LGG\flair\patient046_slice078.png,LGG\seg\patient046_slice078.png
LGG\flair\patient037_slice079.png,LGG\seg\patient037_slice079.png
HGG\flair\patient046_slice073.png,HGG\seg\patient046_slice073.png
HGG\flair\patient030_slice111.png,HGG\seg\patient030_slice111.png
HGG\flair\patient158_slice073.png,HGG\seg\patient158_slice073.png
HGG\flair\patient053_slice083.png,HGG\seg\patient053_slice083.png
HGG\flair\patient113_slice084.png,HGG\seg\patient113_slice084.png
HGG\flair\patient093_slice109.png,HGG\seg\patient093_slice109.png
HGG\flair\patient236_slice105.png,HGG\seg\patient236_slice105.png
HGG\flair\patient154_slice087.png,HGG\seg\patient154_slice087.png
HGG\flair\patient146_slice107.png,HGG\seg\patient146_slice107.png
HGG\flair\patient132_slice108.png,HGG\seg\patient132_slice108.png
LGG\flair\patient013_slice090.png,LGG\seg\patient013_slice090.png
HGG\flair\patient175_slice110.png,HGG\seg\patient175_slice110.png
LGG\flair\patient072_slice076.png,LGG\seg\patient072_slice076.png
HGG\flair\patient105_slice081.png,HGG\seg\patient105_slice081.png
LGG\flair\patient016_slice116.png,LGG\seg\patient016_slice116.png
HGG\flair\patient100_slice088.png,HGG\seg\patient100_slice088.png
LGG\flair\patient062_slice073.png,LGG\seg\patient062_slice073.png
HGG\flair\patient150_slice081.png,HGG\seg\patient150_slice081.png
HGG\flair\patient251_slice108.png,HGG\seg\patient251_slice108.png
HGG\flair\patient210_slice115.png,HGG\seg\patient210_slice115.png
HGG\flair\patient008_slice078.png,HGG\seg\patient008_slice078.png
HGG\flair\patient128_slice073.png,HGG\seg\patient128_slice073.png
HGG\flair\patient033_slice108.png,HGG\seg\patient033_slice108.png
HGG\flair\patient124_slice085.png,HGG\seg\patient124_slice085.png
HGG\flair\patient133_slice094.png,HGG\seg\patient133_slice094.png
HGG\flair\patient008_slice105.png,HGG\seg\patient008_slice105.png
HGG\flair\patient091_slice081.png,HGG\seg\patient091_slice081.png
HGG\flair\patient114_slice074.png,HGG\seg\patient114_slice074.png
HGG\flair\patient246_slice080.png,HGG\seg\patient246_slice080.png
HGG\flair\patient180_slice105.png,HGG\seg\patient180_slice105.png
HGG\flair\patient098_slice118.png,HGG\seg\patient098_slice118.png
HGG\flair\patient254_slice079.png,HGG\seg\patient254_slice079.png
HGG\flair\patient004_slice110.png,HGG\seg\patient004_slice110.png
HGG\flair\patient257_slice110.png,HGG\seg\patient257_slice110.png
